,Unnamed: 0,recipe,ingredients,prep_time_in_mins,cook_time_in_mins,recipe_link,course,diet,difficulty
31,31,coconut-chutney-coconut-chutney,"fresh grated coconut,roasted chana dal,green chilies,ginger,salt,water,mustard seeds,urad dal,cumin seeds,curry leaves,asafoetida,dry red chili,oil",12,3,https://www.vegrecipesofindia.com/coconut-chutney-recipe-coconut-chutney/,SideDish,Vegan,Moderate
32,32,sambar-powder-homemade-sambar-powder,"coriander seeds,cumin seeds,dry red chillies,fenugreek seeds,black pepper,chana dal,urad dal,curry leaves,mustard seeds,asafoetida,turmeric powder",10,20,https://www.vegrecipesofindia.com/sambar-powder-recipe-homemade-sambar-powder/,Condiment,Vegan,Moderate
33,33,chettinad-mushroom-biryani,"oil,finely chopped onions,finely chopped tomatoes,finely chopped green chillies,Ginger Garlic Paste,coriander leaves,chopped mint leaves,curry leaves,white button mushrooms,turmeric powder,red chili powder,Garam Masala,Coriander Powder,black pepper powder,basmati rice,water,salt,cumin seeds,fennel seeds,cinnamon,cloves,green cardamoms,strands of mace,tej patta ,star anise,Ghee,chopped coriander leaves,green chilies,garlic cloves,ginger,Curd,red chilli powder,black pepper,tejpatta,mace strands,stone flower,kapok buds,thinly sliced onions,chopped tomatoes,Coconut Milk",20,25,https://www.vegrecipesofindia.com/chettinad-mushroom-biryani-recipe/,Main,"GlutenFree,Vegetarian",Moderate
34,34,tomato-chutney,"large tomatoes,ginger,dry red chilies,urad dal,black pepper,cloves,asafoetida,water for grinding,oil,salt as required,dry red chili,curry leaves,mustard seeds,fenugreek seeds,onion,tomatoes,dry red red chilies,a small piece of tamarind,sunflower oil,water as required for grinding the chutney",5,15,https://www.vegrecipesofindia.com/tomato-chutney-recipe/,SideDish,Vegan,Easy
35,35,rotis-made-from-whole-wheat-flour,"whole wheat flour,water,salt,oil ",10,30,https://www.vegrecipesofindia.com/rotis-made-from-whole-wheat-flour/,Main,"Vegan,Vegetarian",Moderate
36,36,gobi-65-gobis,"cauliflower,hot water,dry red chilies,chopped garlic,chopped ginger,water,gram flour,Rice Flour,corn starch,turmeric powder,red chilli powder,Garam Masala,Coriander Powder,lemon juice,salt,oil,mustard seeds,finely chopped onions,finely chopped garlic,finely chopped ginger,green chilies,curry leaves,chopped coriander leaves,sugar",30,20,https://www.vegrecipesofindia.com/gobi-65-recipe-gobi-recipes/,Snacks,Vegan,Moderate
37,37,poha-idli-idlis,"idli dosa rice or parboiled rice,thick poha,whole urad dal,methi seeds,water for soaking,water for grinding,sugar,rock salt (edible and food grade),baking soda,oil for greasing the idli moulds",9hours,15,https://www.vegrecipesofindia.com/poha-idli-recipe-idli-recipes/,Breakfast,Vegan,Moderate
38,38,instant-idli-mix,"Rice Flour,urad dal,thick poha,salt,idli mix flour,water,Curd,eno",18,12,https://www.vegrecipesofindia.com/instant-idli-mix-recipe/,Breakfast,Vegetarian,Moderate
39,39,peanut-chutney,"peanuts,chana dal,green chilies,garlic cloves,white sesame seeds,curry leaves,oil,asafoetida,salt,water",5,15,https://www.vegrecipesofindia.com/peanut-chutney/,SideDish,"Diabetic,Vegan",Moderate
40,40,vendakkai-poriyal-okra-poriyal,"bhindi,sesame oil,mustard seeds,urad dal,curry leaves,green chilies,asafoetida,turmeric powder,chopped coriander leaves,salt as required",10,15,https://www.vegrecipesofindia.com/vendakkai-poriyal-recipe-okra-poriyal/,SideDish,Vegan,Moderate
42,42,how-to-make-coconut-milk,"grated fresh coconut,water",25,0,https://www.vegrecipesofindia.com/how-to-make-coconut-milk/,Beverages,"GlutenFree,Vegan",Moderate
43,43,cooked-rice-idli,"leftover rice,idli rava,urad dal,water,rock salt,oil",9hours,12,https://www.vegrecipesofindia.com/cooked-rice-idli/,"Breakfast,Snacks","GlutenFree,Vegan",Moderate
46,46,kerala-vegetable-stew,"carrot,potato,green peas,french beans,thinly sliced onion,garlic cloves,ginger,green chilies,cinnamon,cloves,crushed black pepper,green cardamoms,thin coconut milk,Coconut Milk (Thick),curry leaves,coconut oil,salt as required,sugar as required",10,30,https://www.vegrecipesofindia.com/kerala-vegetable-stew-recipe/,Main,"GlutenFree,Vegan",Moderate
47,47,south-indian-mushroom-peas-curry,"oil,button mushrooms,green peas,water,fresh grated coconut,cashews,mustard seeds,urad dal,fenugreek seeds,cumin seeds,chopped onions,Ginger Garlic Paste,chopped tomatoes,red chilli powder,turmeric powder,coriander powder,Garam Masala,curry leaves,green peas stock,salt,chopped coriander leaves",20,25,https://www.vegrecipesofindia.com/south-indian-mushroom-peas-curry/,Main,"GlutenFree,Vegan",Moderate
48,48,paneer-65-paneers,"Paneer,Rice Flour,gram flour,cornstarch,green chili paste,garlic paste,ginger paste,red chili powder,Garam Masala,lemon juice,water,oil,salt,finely chopped onions,green chilies,finely chopped ginger,finely chopped garlic,curry leaves,dry red chilies,mustard seeds,sugar,chopped coriander leaves",30,25,https://www.vegrecipesofindia.com/paneer-65-recipe-paneer-recipes/,"Snacks,Starters",Vegetarian,Moderate
49,49,set-dosa-sponge-dosa,"idli rice,poha,urad dal,fenugreek seeds,water,sugar,rock salt,baking soda,oil",9hours,30,https://www.vegrecipesofindia.com/set-dosa-recipe-sponge-dosa/,Breakfast,"GlutenFree,Vegan",Moderate
50,50,masala-vada-masala-vadai,"chana dal,water,chopped onions,finely chopped ginger,chopped green chilies,curry leaves,chopped coriander leaves,rock salt (edible and food grade),oil,dry red chilies,fennel seeds,coriander seeds,black pepper,chopped green chili,chopped ginger,asafoetida,salt",15,20,https://www.vegrecipesofindia.com/masala-vada-recipe-masala-vadai/,Snacks,Vegan,Moderate
51,51,masala-paniyaram,"Idli Batter,finely chopped onions,finely chopped green chilies,finely chopped ginger,asafoetida (hing),crushed black pepper,red chili powder,chopped curry leaves,grated coconut,salt,oil",5,30,https://www.vegrecipesofindia.com/masala-paniyaram-recipe/,Breakfast,"Vegan,Vegetarian",Moderate
52,52,vermicelli-upma-seviyan-upma,"broken semiya, seviyan or whole wheat vermicelli,oil,mustard seeds,urad dal,cumin seeds,medium sized onion,,finely chopped ginger,green chili,dry red chili,curry leaves,asafoetida,water,sugar,salt as required,chopped coriander leaves,few lemon wedges",10,15,https://www.vegrecipesofindia.com/vermicelli-upma-seviyan-upma/,"Breakfast,Snacks",Vegetarian,Moderate
54,54,red-coconut-chutney-kerala-style,"coconut,pearl onions,dry red chilies,ginger,water,salt,mustard seeds,urad dal,curry leaves,coconut oil",10,5,https://www.vegrecipesofindia.com/red-coconut-chutney-recipe-kerala-style/,"Condiment,SideDish",Vegan,Moderate
55,55,bajra-roti-bajra-bhakri,"pearl millet flour,sunflower oil,water,salt,bajra flour",20,30,https://www.vegrecipesofindia.com/bajra-roti-bajra-bhakri/,Main,"GlutenFree,Vegan,Vegetarian",Moderate
56,56,hyderabadi-mirchi-ka-salan,"green chilies,tamarind,water,mustard seeds,nigella seeds,cumin seeds,curry leaves,oil,salt,coriander leaves,desiccated coconut,peanuts,white sesame seeds,onions,garlic cloves,ginger,red chili powder,turmeric powder,Garam Masala",30,20,https://www.vegrecipesofindia.com/hyderabadi-mirchi-ka-salan-recipe/,SideDish,"GlutenFree,Vegan",Moderate
58,58,lemon-coriander-rasam,"pigeon pea lentils,turmeric powder,water,chopped coriander leaves,cumin seeds,black pepper,green chilies,ginger,garlic cloves,sesame oil,mustard seeds,curry leaves,dry red chilies,asafoetida,lemon juice,salt",15,15,https://www.vegrecipesofindia.com/lemon-coriander-rasam-recipe/,Main,Vegan,Moderate
60,60,ven-pongal-khara-pongal,"rice,moong dal,cumin seeds,asafoetida,ginger,water,salt,black peppercorns,curry leaves,cashews,Ghee",5,20,https://www.vegrecipesofindia.com/ven-pongal-recipe-khara-pongal-recipe/,"Breakfast,SideDish",Vegetarian,Moderate
61,61,raw-mango-rice,"rice,salt,oil,water,grated fresh coconut,chopped mangoes,dried red chilies,green chili,white sesame seeds,peanuts,jaggery,peanut oil,mustard seeds,chana dal,urad dal,asafoetida,turmeric powder,curry leaves",25,15,https://www.vegrecipesofindia.com/raw-mango-rice-recipe/,"Main,SideDish",Vegan,Moderate
63,63,pineapple-kesari,"rava,sugar,water,Ghee,cashews,raisins,green cardamom powder,chopped pineapple,natural yellow food color,pineapple essence",5,10,https://www.vegrecipesofindia.com/pineapple-kesari-recipe/,Sweets,Vegetarian,Moderate
64,64,davangere-benne-dosa,"idli dosa rice,urad dal,,methi seeds,puffed rice,maida,sugar,water for soaking,water,baking soda,salt as per taste,oil and butter as required,potatoes,onion,small green chili,,oil,salt as required,tightly packed grated coconut,,green chilies.,seeds of a green cardamom,water for grinding",9hours,30,https://www.vegrecipesofindia.com/davangere-benne-dosa-recipe/,"Breakfast,Brunch,Snacks",Vegetarian,Moderate
66,66,bisi-bele-bath-masala-powder,"coriander seeds,chana dal,urad dal,byadagi chillies,guntur red chilies,cumin seeds,black peppercorns,green cardamoms,cinnamon,cloves,marathi moggu,desiccated coconut,poppy seeds,mace,fenugreek seeds,curry leaves,asafoetida",30,30,https://www.vegrecipesofindia.com/bisi-bele-bath-masala-powder/,Condiment,Vegan,Moderate
67,67,vengaya-sambar-onion-sambar,"tuvar dal,turmeric powder,water,oil,dry red chilies,mustard seeds,urad dal,fenugreek seeds,curry leaves,asafoetida,small onions,small tomato,tightly packed seedless tamarind,Sambar Powder,salt as required",20,25,https://www.vegrecipesofindia.com/vengaya-sambar-recipe-onion-sambar/,Main,Vegan,Moderate
68,68,idli-fry-idlis,"Idli,chaat masala,salt,oil",1minute,10,https://www.vegrecipesofindia.com/idli-fry-recipe-idli-recipes/,"Breakfast,Snacks","GlutenFree,Vegan",Moderate
69,69,kerala-sambar-kerala-sambar,"tur dal,small onion,asafoetida,water,pearl onions,okra,eggplants,tomato,turmeric powder,salt,water,tamarind,coconut oil,mustard seeds,urad dal,sprig curry leaves,dry kashmiri red chilies,cumin seeds,coriander seeds,fenugreek seeds,black peppercorns,dry red chilies,curry leaves,grated fresh coconut",20,45,https://www.vegrecipesofindia.com/kerala-sambar-recipe-kerala-sambar/,Main,Vegan,Moderate
70,70,beetroot-thoran-beetroot-thoran,"coconut oil,mustard seeds,cumin seeds,pearl onions,dry red chilies,green chili,finely chopped ginger,curry leaves,beetroots,turmeric powder,red chilli powder,Coriander Powder,salt,grated fresh coconut,green cardamom,black peppercorns,cinnamon,clove",10,25,https://www.vegrecipesofindia.com/beetroot-thoran-recipe-beetroot-thoran/,Main,"GlutenFree,Vegan",Moderate
71,71,poha-upma,"thick poha,turmeric powder,sugar,salt as required,medium potato,small to medium carrot,green peas,oil,mustard seeds,chana dal,urad dal,cashews,dried red chili,green chilies,ginger,curry leaves,asafoetida,medium onion,,grated coconut,chopped coriander leaves,small lime",15,15,https://www.vegrecipesofindia.com/poha-upma-recipe/,"Breakfast,Brunch,Snacks",Vegan,Moderate
72,72,moong-dal-ladoo,"moong dal,sugar,Ghee,green cardamoms",5,12,https://www.vegrecipesofindia.com/moong-dal-ladoo-recipe/,Sweets,"GlutenFree,Vegetarian",Moderate
73,73,ragi-idli,"idli rice,urad dal,thick poha,fenugreek seeds,finger millet flour,water,rock salt",9hours,30,https://www.vegrecipesofindia.com/ragi-idli-recipe/,Breakfast,"GlutenFree,Vegan",Moderate
75,75,tamarind-rasam,"tamarind,tomato,water,chopped coriander leaves,oil,salt,black peppercorns,cumin seeds,garlic cloves,dry red chilies,coriander leaves,mustard seeds,asafoetida powder,curry leaves",30,15,https://www.vegrecipesofindia.com/tamarind-rasam/,Main,"Vegan,Vegetarian",Moderate
76,76,potato-peas-kurma-curry,"green peas,potato,onion,Coriander Powder,fennel powder,turmeric powder,tej patta,cloves,cinnamon,water,oil,salt,coriander leaves,poppy seeds,coconut,ginger,kashmiri red chilies,cashews",20,10,https://www.vegrecipesofindia.com/potato-peas-kurma-curry-recipe/,Main,"GlutenFree,Vegan",Moderate
78,78,kerala-paratha-kerala-parotta,"all-purpose flour,water,sugar,salt,oil",10,30,https://www.vegrecipesofindia.com/kerala-paratha-kerala-parotta/,Main,Vegan,Moderate
79,79,ragi-dosa,"idli rice,urad dal,poha,ragi flour,fenugreek seeds,water,rock salt (edible and food grade),oil",9hours,30,https://www.vegrecipesofindia.com/ragi-dosa-recipe/,Breakfast,"GlutenFree,Vegan",Moderate
80,80,masala-puri-chaat,"dried white peas,water,salt,turmeric powder,cinnamon,cloves,marathi moggu,mace strands,nutmeg powder,coriander seeds,cumin seeds,roasted chana dal,medium garlic cloves,ginger,chopped coriander leaves,green chilies,fresh coconut,cooked white peas,water,oil,chopped onions,red chili powder,sugar,salt,pani puri,finely chopped onions,finely chopped tomatoes,finely chopped coriander leaves,chaat masala,lemon juice,Tamarind Chutney,regular salt ",9hours,20,https://www.vegrecipesofindia.com/masala-puri-chaat-recipe/,Snacks,"Vegan,Vegetarian",Moderate
81,81,baby-potato-fry,"baby potatoes,sesame oil,mustard seeds,cumin seeds,sliced pearl onions,curry leaves,asafoetida,turmeric powder,red chili powder,Sambar Powder,salt,chopped coriander leaves",15,10,https://www.vegrecipesofindia.com/baby-potato-fry-recipe/,SideDish,Vegan,Moderate
82,82,7-cup-barfi,"besan,fresh coconut,Ghee,milk,sugar,cardamom powder",5,25,https://www.vegrecipesofindia.com/7-cup-barfi-recipe/,Sweets,Vegetarian,Moderate
83,83,red-chutney-for-dosa,"roasted Bengal gram,garlic cloves,Kashmiri dried red chilies,tamarind,onions,desiccated coconut ,salt,water",15,0,https://www.vegrecipesofindia.com/red-chutney-for-dosa/,SideDish,"GlutenFree,Vegan",Easy
85,85,chole-biryani-chana-biryani,"oil,caraway seeds,green cardamoms,black cardamom,cinnamon,tej patta,cloves,thinly sliced onions,chopped tomatos,finely chopped ginger,finely chopped garlic,green chilies,turmeric powder,red chilli powder,Coriander Powder,dried white chickpeas,water,salt,Coconut Milk,basmati rice,single strands of mace,chopped mint leaves,chopped coriander leaves,ginger julienne,warm water,rose water",45,30,https://www.vegrecipesofindia.com/chole-biryani-recipe-chana-biryani/,Main,Vegetarian,Moderate
86,86,tamarind-rice,"heaped sona masuri rice,salt,water for cooking rice,turmeric powder,sesame oil,dry red chillies,coriander seeds,chana dal,urad dal,fenugreek seeds,whole black pepper,sesame seeds,asafoetida,tamarind,hot water for tamarind pulp,mustard seeds,peanuts,a pinch of asafoedita,sprig curry leaves,jaggery powder,salt as required",30,30,https://www.vegrecipesofindia.com/tamarind-rice-recipe/,Main,Vegan,Moderate
87,87,ganesh-chaturthis-vinayaka-chaturthis,"Rice Flour,salt,oil,water,poppy seeds,cardamom powder,nutmeg powder,fresh grated coconut,chopped jaggery",10,30,https://www.vegrecipesofindia.com/ganesh-chaturthi-recipes-vinayaka-chaturthi-recipes/,Sweets,Vegetarian,Moderate
88,88,poha-ladoo-poha-laddu,"poha,jaggery powder,Ghee,milk,green cardamom powder,cashews,raisins",1minute,14,https://www.vegrecipesofindia.com/poha-ladoo-recipe-poha-laddu/,Sweets,"GlutenFree,Vegetarian",Moderate
90,90,potato-korma-aloo-kurma,"dry kashmiri chilies,coriander seeds,poppy seeds,cumin seeds,chopped potatoes,oil,cloves,green cardamoms,cinnamon,thinly sliced onions,Ginger Garlic Paste,Curd,water,Coconut Milk (Thick),cashews,chopped coriander,salt",20,35,https://www.vegrecipesofindia.com/potato-korma-recipe-aloo-kurma/,Main,"GlutenFree,Vegetarian",Moderate
91,91,filter-coffee,"ground coffee,water,whole milk,sugar for each glass",10,5,https://www.vegrecipesofindia.com/filter-coffee-recipe/,Beverages,"GlutenFree,Vegetarian",Easy
92,92,radish-sambar-mullangi-sambar,"tur dal,water,turmeric powder,peeled and sliced white radish,tamarind pulp,Sambar Powder,mustard,fenugreek seeds,shallots or pearl onions,dry red chilies,asafoetida,urad dal,sprig curry leaves,medium size tomatoes,oil,salt as required,sugar or jaggery,turmeric",20,20,https://www.vegrecipesofindia.com/radish-sambar-mullangi-sambar/,Main,"Vegan,Vegetarian",Moderate
93,93,mysore-bonda-ulundu-bonda,"urad dal,water,Rice Flour,crushed black pepper,cumin seeds,ginger,green chili,chopped fresh coconut,curry leaves,asafoetida,salt,oil,grated coconut,roasted chana dal,green chilies",8hours,30,https://www.vegrecipesofindia.com/mysore-bonda-ulundu-bonda/,Snacks,Vegan,Moderate
94,94,banana-appam-banana-paniyaram,"Rice Flour,chopped jaggery,water,bananas,chopped coconut,Ghee,black sesame seeds,green cardamom powder,ginger powder,cumin powder,baking soda",20,30,https://www.vegrecipesofindia.com/banana-appam-recipe-banana-paniyaram/,"Snacks,Sweets","GlutenFree,Vegetarian",Moderate
95,95,potato-roast-aloo-roast,"potatoes,mustard seeds,turmeric powder,red chilli powder,Sambar Powder,asafoetida,curry leaves,oil",20,8,https://www.vegrecipesofindia.com/potato-roast-recipe-aloo-roast/,SideDish,Vegan,Moderate
97,97,mushroom-pepper-fry,"coconut oil,mustard seeds,onions,Ginger Garlic Paste,white button mushrooms,capsicum,green chili,curry leaves,black peppercorns,fennel seeds,Coriander Powder,cumin powder,turmeric powder,salt,chopped coriander leaves",15,25,https://www.vegrecipesofindia.com/mushroom-pepper-fry-recipe/,Main,"GlutenFree,Vegan",Moderate
100,100,udipi-sambar,"pigeon pea lentils,water,shallots,carrot,chopped bottle gourd,small brinjals,drumsticks,tomato,curry leaves,tamarind,turmeric powder,jaggery,salt,coriander seeds,urad dal,cumin seeds,chana dal,fenugreek seeds,asafoetida,dried Byadagi red chilies,grated fresh coconut,mustard seeds,dried red chilies,oil,chopped coriander leaves",30,20,https://www.vegrecipesofindia.com/udipi-sambar/,Main,Vegan,Moderate
102,102,french-beans-poriyal,"french beans,oil,mustard seeds,urad dal,dry red chilies,turmeric powder,asafoetida,sprig of curry leaves,fresh grated coconut,water,salt ",10,20,https://www.vegrecipesofindia.com/french-beans-poriyal-recipe/,SideDish,"Vegan,Vegetarian",Moderate
103,103,mix-veg-kuzhambu,"oil,mustard seeds,urad dal,pearl onions,curry leaves,tomato,vegetables,drumsticks,turmeric powder,red chilli powder,water,salt,tamarind,coriander seeds,fenugreek seeds,whole black pepper,cumin seeds,coconut",30,20,https://www.vegrecipesofindia.com/mix-veg-kuzhambu-recipe/,"Main,SideDish","GlutenFree,Vegan",Moderate
104,104,cabbage-thoran,"cabbage,finely chopped onions,curry leaves,black mustard seeds,cumin seeds,asafoetida,green chili,turmeric powder,grated coconut,coconut oil,salt,chopped coriander leaves",15,15,https://www.vegrecipesofindia.com/cabbage-thoran/,SideDish,Vegan,Moderate
105,105,aloo-bonda-potato-bonda,"besan,Rice Flour,water,turmeric powder,red chili powder,asafoetida,baking soda,salt as required,medium sized potatoes,medium sized onion,green chilies,,curry leaves,chopped coriander leaves,Ginger Garlic Paste,mustard seeds,lemon juice,urad dal,oil,oil for deep or shallow frying",30,30,https://www.vegrecipesofindia.com/aloo-bonda-recipe-potato-bonda/,Snacks,Vegan,Moderate
106,106,raw-banana-poriyal-vazhakkai-poriyal,"small to medium raw bananas,coconut oil,dry red chili,mustard seeds,urad dal,cumin seeds,curry leaves,asafoetida,water,grated coconut,chopped coriander leaves",5,20,https://www.vegrecipesofindia.com/raw-banana-poriyal-recipe-vazhakkai-poriyal/,SideDish,"Vegan,Vegetarian",Easy
107,107,ragi-malt,"ragi flour or sprouted ragi flour,water,jaggery powder or add as required,cardamom powder,chopped cashews",2,13,https://www.vegrecipesofindia.com/ragi-malt/,Breakfast,Vegan,Easy
108,108,mango-pickle-andhra-avakaya,"unripe mangoes,mustard seeds,fenugreek seeds,kashmiri red chili powder,rock salt,white chickpeas,turmeric powder,sesame oil",30,0,https://www.vegrecipesofindia.com/mango-pickle-recipe-andhra-avakaya/,"Condiment,SideDish","GlutenFree,Vegan",Moderate
110,110,brinjal-sambar-kathirikai-sambar,"seedless tamarind,water,pigeon pea lentils,onion,asafoetida,brinjals,tomato,salt as required,red chili powder,turmeric powder,Sambar Powder,oil,black mustard seeds,spilt and skinned black gram,dry red chilies,curry leaves",30,20,https://www.vegrecipesofindia.com/brinjal-sambar-kathirikai-sambar/,Main,"Vegan,Vegetarian",Moderate
111,111,avial-kerala-avial,"chopped ash gourd,chopped pumpkin,chopped drumsticks or 1 to 2 drumsticks,chopped elephant foot yam,chopped mangalore cucumber,chopped plantain,chopped french beans,fresh grated coconut,green chilies,cumin,water,,water,,Curd,curry leaves,coconut oil",25,35,https://www.vegrecipesofindia.com/avial-recipe-kerala-avial-recipe/,"Main,SideDish","GlutenFree,Vegetarian",Moderate
114,114,masala-idli,"regular medium sized idlis,finely chopped onions,finely chopped tomatoes,green chili,Ginger Garlic Paste,turmeric powder,red chili powder,Pav Bhaji Masala,cumin seeds,oil,water,chopped coriander leaves",5,10,https://www.vegrecipesofindia.com/masala-idli-recipe/,Snacks,Vegan,Easy
115,115,cabbage-vada-cabbage-vadai,"chana dal,urad dal,water,finely chopped cabbage,green chili,ginger,chopped coriander leaves,chopped curry leaves,fennel seeds,cumin seeds,black peppercorns,asafoetida,salt,oil",10,25,https://www.vegrecipesofindia.com/cabbage-vada-recipe-cabbage-vadai/,Snacks,Vegan,Moderate
116,116,chocolate-modak,"Mawa,chocolate chips,sugar,cardamom powder,oil,pistachios,rose petals",2,15,https://www.vegrecipesofindia.com/chocolate-modak-recipe/,Desserts,Vegetarian,Moderate
117,117,kadala-curry-kadala-kari,"black chickpeas,water,fennel seeds,mace,cinnamon,cloves,grated nutmeg,fresh grated coconut,chopped shallots,ginger,green chilies,curry leaves,mustard seeds,turmeric powder,red chili powder,Coriander Powder,black pepper powder,coconut oil,water,salt ",30,25,https://www.vegrecipesofindia.com/kadala-curry-recipe-kadala-kari/,Main,Vegetarian,Moderate
118,118,sabudana-dosa,"sabudana,idli rice,urad dal,fenugreek seeds,water,rock salt,oil",9hours,30,https://www.vegrecipesofindia.com/sabudana-dosa-recipe/,Breakfast,"GlutenFree,Vegan",Moderate
119,119,paper-dosa,"regular rice,,urad dal,,thick poha,chana dal,methi seeds,water,fine rava,rock salt (edible and food grade) or sea salt or regular salt,oil ",9hours,20,https://www.vegrecipesofindia.com/paper-dosa-recipe/,"Breakfast,Snacks",Vegetarian,Moderate
120,120,green-mango-chutney,"mangoes,desiccated coconut,green chilies,garlic cloves,salt,water",15,0,https://www.vegrecipesofindia.com/green-mango-chutney/,"Condiment,SideDish","GlutenFree,Vegan",Easy
121,121,mushroom-korma,"grated coconut,cashews,water for soaking cashews,water,onion,tomatoes,mushrooms,,Ginger Garlic Paste,oil,mustard seeds,cumin seeds,urad dal,fenugreek seeds,turmeric powder,kashmiri red chilli powder,Coriander Powder,Garam Masala,curry leaves,salt as required,chopped coriander leaves for garnish",15,20,https://www.vegrecipesofindia.com/mushroom-korma-recipe/,Main,"GlutenFree,Vegan",Moderate
122,122,roasted-chana-dal-chutney,"roasted chana dal,fresh grated coconut,ginger,green chilies,water,salt,oil,mustard seeds,curry leaves",5,2,https://www.vegrecipesofindia.com/roasted-chana-dal-chutney-recipe/,"Condiment,SideDish","GlutenFree,Vegan",Moderate
123,123,ghee-rice-rices,"basmati rice,Ghee,cashews,raisins,thinly sliced onions,water,rock salt (edible and food grade),chopped coriander leaves,cinnamon,green cardamoms,cloves,single strands of mace,black peppercorns,tej patta",30,20,https://www.vegrecipesofindia.com/ghee-rice-recipe-rice-recipes/,Main,"GlutenFree,Vegetarian",Easy
124,124,amla-pickle-amla-avakaya,"Indian gooseberry,sesame oil,garlic cloves,mustard seeds,fenugreek seeds,red chili powder,turmeric powder,salt,lemon juice,asafoetida",20,10,https://www.vegrecipesofindia.com/amla-pickle-recipe-amla-avakaya/,"Condiment,SideDish",Vegan,Moderate
126,126,garlic-rasam,"black pepper,cumin seeds,garlic cloves,dry red chilies,water,tamarind,sesame oil,mustard seeds,urad dal,curry leaves,garlic,tomato,turmeric powder,asafoetida,salt,coriander leaves",20,15,https://www.vegrecipesofindia.com/garlic-rasam-recipe/,SideDish,Vegan,Moderate
127,127,star-gooseberry-pickle,"star gooseberries,red chili powder,turmeric powder,rock salt,sesame oil,mustard seeds,fenugreek seeds,asafoetida",15,5,https://www.vegrecipesofindia.com/star-gooseberry-pickle-recipe/,"Condiment,SideDish","Vegan,Vegetarian",Moderate
128,128,adai,"regular rice,chana dal,urad dal,tuvar dal,dry red chilies,water,chopped ginger,asafoetida,chopped green chili,cumin seeds,onions,curry leaves,coriander leaves,grated coconut,salt,oil ",10,30,https://www.vegrecipesofindia.com/adai-recipe/,"Breakfast,Main,Snacks",Vegan,Moderate
129,129,instant-mango-pickle,"mangoes,Kashmiri red chili powder,turmeric powder,salt,sesame oil,mustard seeds,fenugreek seeds,asafoetida,curry leaves",10,2,https://www.vegrecipesofindia.com/instant-mango-pickle-recipe/,"Condiment,SideDish",Vegan,Moderate
131,131,maddur-vada,"Rice Flour,all purpose flour,fine sooji,onion,green chilies,curry leaves,coriander leaves,salt,hing,oil,,water,oil for deep frying",10,20,https://www.vegrecipesofindia.com/maddur-vada-recipe/,"Snacks,Starters",Vegan,Moderate
132,132,red-chili-coconut-chutney,"grated coconut,roasted chana dal,dry red chillies,chopped ginger,garlic cloves,tamarind,salt,water,oil,mustard seeds,cumin seeds,asafoetida,sprig curry leaves",10,5,https://www.vegrecipesofindia.com/red-chili-coconut-chutney/,"Appetizers,SideDish",Vegan,Moderate
133,133,gutti-vankaya-kura,"small purple or green brinjals,salt,enough water for soaking brinjals,large onion,Ginger Garlic Paste,mustard seeds,urad dal,cumin seeds,sprig curry leaves,oil,water,salt as required,chopped coriander leaves,tamarind,warm or hot water,peanuts,desiccated coconut,coriander seeds,methi seeds,dry red chilies,turmeric powder",20,20,https://www.vegrecipesofindia.com/gutti-vankaya-kura-recipe/,Main,"GlutenFree,Vegan",Moderate
134,134,dal-rasam,"pigeon pea lentils,black mustard seeds,split and skinned black gram,dry red chilies,asafoetida,turmeric powder,water,seedless tamarind soaked in ½ cup water,curry leaves,oil,salt as required,coriander leaves,fenugreek seeds,black peppercorns,cumin seeds,coriander seeds",15,15,https://www.vegrecipesofindia.com/dal-rasam/,Main,"Vegan,Vegetarian",Moderate
135,135,instant-dosa-mix,"urad dal,fenugreek seeds,idli rava,gram flour,salt",10,20,https://www.vegrecipesofindia.com/instant-dosa-mix-recipe/,Breakfast,"GlutenFree,Vegetarian",Moderate
136,136,veg-sagu-veg-saagu,"cinnamon,green cardamoms,cloves,marathi moggu,whole black peppercorns,coriander seeds,cumin seed,roasted chana dal,small garlic cloves,,ginger,,chopped coriander leaves,,grated coconut,green chilies,,water,oil,mustard seeds,split husked black gram,spring curry leaves,asafoetida,dry red chillies,onions,turmeric powder,tomatoes,of mixed veggies,salt as required,chopped coriander leaves,cashews",15,40,https://www.vegrecipesofindia.com/veg-sagu-recipe-veg-saagu/,Main,Vegan,Moderate
138,138,idli-podi-milagai-podi,"urad dal,chana dal,dry red chilies,white sesame seeds,asafoetida,oil,salt,sprigs curry leaves ",5,10,https://www.vegrecipesofindia.com/idli-podi-recipe-milagai-podi/,Condiment,Vegan,Moderate
139,139,onion-tomato-uthappam,"idli rice,water,whole husked urad dal,water for soaking urad dal,fenugreek seeds,rock salt (edible and food grade),chopped onions,chopped coriander leaves,curry leaves,green chilies,finely chopped onions,finely chopped tomatoes,finely chopped coriander leaves,oil,Pav Bhaji Masala",9hours,30,https://www.vegrecipesofindia.com/onion-tomato-uthappam/,Breakfast,"GlutenFree,Vegan,Vegetarian",Moderate
140,140,carrot-payasam-carrot-kheer,"carrots,water,green cardamoms,coconut milk,Coconut Milk,jaggery powder,cashews,raisins,rock salt,oil",15,25,https://www.vegrecipesofindia.com/carrot-payasam-carrot-kheer/,"Desserts,Sweets","GlutenFree,Vegan,Vegetarian",Moderate
